age, income, credit_score, loan_amount, loan_term, employment_years, debt_to_income     , existing_loans, savings_balance, will_default, suggested_interest_rate
 66, 30390 ,          749,       61690,        24,                6, 0.26423116984766315,              4,            4975,            1,     16.29802184606067
 32, 55681 ,          414,       95011,        60,                7, 0.4787700362091927 ,              0,            3778,            1,     14.512928467210257
 34, 55151 ,          350,       66134,        36,                4, 0.4765939943733247 ,              4,           16103,            1,     19.01819199857855
 40, 33570 ,          668,       92755,        36,                1, 0.71192205833059   ,              2,            1921,            1,     15.557425998076553
 41, 46603 ,          814,       64439,        36,                1, 0.13536182269188965,              0,           14118,            1,     19.726448146513096
 62, 19990 ,          509,       36489,        12,               10, 0.39713289274949515,              2,            6939,            1,     15.532547217238582
 36, 43065 ,          734,       28178,        12,                6, 0.2277259723543521 ,              0,             854,            1,     23.785530119287344
 22, 69476 ,          526,       84019,        36,                1, 0.11507282020901864,              2,           34958,            1,     16.470726164535023
 49, 35063 ,          567,       62956,        60,                4, 0.202921658364338  ,              3,           13250,            1,     23.796855233340786
 61, 88145 ,          415,       52802,        24,                2, 0.7835294709937394 ,              4,            3012,            1,     15.633263504241945
 18, 21278 ,          659,       67778,        48,                0, 0.25039395666418757,              0,            8716,            1,     19.857908878114152
 40, 44796 ,          628,       62719,        24,                3, 0.75452154133506   ,              4,           23019,            1,     13.692838720984023
 54, 36871 ,          339,       38573,        24,                1, 0.24367803984165917,              0,           26708,            1,     22.118834019826124
 25, 46396 ,          481,       38688,        48,                0, 0.7519066591691391 ,              0,           13136,            1,     14.60283033919392
 30, 77429 ,          789,       51475,        36,                3, 0.5582346546402202 ,              0,           13007,            1,     23.23226758015448
 25, 30310 ,          508,       55697,        24,                4, 0.17925300425134877,              2,            3248,            1,     17.88179660149467
 40, 40974 ,          572,       38978,        48,                0, 0.5073406085886045 ,              1,           45816,            1,     13.229014209979011
 60, 63090 ,          418,       34677,        60,                2, 0.3229598262781951 ,              2,            2790,            1,     16.72600010258773
 18, 51863 ,          681,       86540,        60,                1, 0.3682072091846492 ,              1,             936,            1,     22.136437031903604
 62, 53503 ,          835,       15272,        60,                0, 0.40811967048448117,              2,           37889,            1,     12.991834723098322
 68, 30694 ,          557,       11212,        36,                0, 0.39589491577123426,              1,            1658,            1,     20.13447885386055
 41, 48568 ,          782,       26071,        24,                0, 0.5648762233381203 ,              0,            7373,            1,     18.594460892736514
 52, 72631 ,          808,       80236,        24,                1, 0.6378576480135342 ,              0,            6315,            1,     16.02830489509668
 41, 17809 ,          391,       22297,        12,                8, 0.330424382440785  ,              1,           18852,            1,     21.82302597547308
 34, 36053 ,          460,       56932,        60,                2, 0.7470547731799829 ,              1,            5052,            1,     12.68172958935443
 22, 13689 ,          448,       61884,        36,                0, 0.7569264198132136 ,              4,            6975,            1,     18.469343798126783
 37, 60739 ,          416,       33625,        48,                0, 0.12848330600580038,              0,             447,            1,     18.58922087502573
 38, 74509 ,          757,       33831,        36,                1, 0.11043615221811295,              2,            2329,            1,     13.12327968603071
 57, 46331 ,          344,       61478,        24,                7, 0.3975464311057427 ,              4,           17897,            1,     13.768295406978098
 48, 29889 ,          533,       67909,        60,                2, 0.513451675691361  ,              1,            6507,            1,     17.32550729705256
 63, 30475 ,          674,       34367,        12,                0, 0.29453332321644315,              2,            2625,            1,     18.974792782006098
 53, 44058 ,          846,       50813,        36,                2, 0.2815896257600421 ,              3,            4603,            1,     12.691541185539187
 28, 43982 ,          496,       25121,        12,                4, 0.5748336807964335 ,              3,            3356,            1,     12.152834759053288
 69, 68236 ,          324,       40547,        24,                0, 0.521192999258899  ,              3,            8124,            1,     14.503855058366858
 32, 36622 ,          694,       68642,        48,                4, 0.21700281249517678,              2,             528,            1,     18.34152309160341
 36, 58701 ,          335,       29914,        36,                2, 0.7191506742856112 ,              1,            2548,            1,     12.523623239219685
 24, 43890 ,          773,       22178,        24,                0, 0.575983249112749  ,              2,            4384,            1,     21.53205963422263
 68, 35104 ,          522,       72258,        60,                5, 0.3538033744183059 ,              4,           26340,            1,     13.975066372141583
 45, 43392 ,          829,       84421,        36,                6, 0.578537282993805  ,              4,            9762,            1,     22.043945152886288
 68, 56730 ,          487,       65563,        12,                4, 0.17885716073747115,              3,            7016,            1,     14.661534120254075
 60, 68298 ,          701,       55050,        36,                2, 0.42777928720183933,              1,            2117,            1,     16.506053043275482
 22, 44960 ,          556,       67607,        24,                3, 0.2182890866916915 ,              4,            8161,            1,     18.228208320561095
 22, 25921 ,          435,       70638,        24,                2, 0.12900187228990564,              0,           26452,            1,     16.514520146477757
 47, 69994 ,          743,       97971,        12,                6, 0.33682838920180985,              0,            8354,            1,     12.307051829254972
 49, 32036 ,          717,       18262,        24,                4, 0.20551483843654827,              3,            1800,            1,     23.811462815285154
 25, 55216 ,          591,       12453,        36,                0, 0.5434625698676774 ,              3,           58496,            1,     15.724064786011477
 27, 49503 ,          428,       50174,        12,                5, 0.5718475258123973 ,              3,            6908,            1,     13.768468520067033
 55, 46828 ,          640,       82760,        24,                5, 0.20408461435862235,              4,            3850,            1,     13.722737109805076
 64, 40260 ,          556,       11172,        24,                2, 0.1172291039223984 ,              1,            6999,            1,     24.66996262771751
 49, 62402 ,          399,       81788,        36,               10, 0.6549673931446123 ,              3,            3061,            1,     13.599749991814676
 65, -21641,          338,       22918,        24,                9, 0.10143991450999361,              2,             308,            1,     16.50511585461776
 45, 72729 ,          562,       12197,        36,                0, 0.3407391624286521 ,              3,           22029,            1,     12.879079924464643
 34, 31749 ,          449,       18677,        60,               11, 0.4462083086319689 ,              4,            5601,            1,     21.5611465669641
 48, 58159 ,          629,       16039,        36,                2, 0.673049531976903  ,              1,           13979,            1,     19.757771413854204
 25, 57100 ,          419,       32785,        48,                6, 0.6869910499222985 ,              3,           35493,            1,     18.93639586038878
 57, 75499 ,          518,        9570,        24,                8, 0.6074576084273189 ,              0,           10012,            1,     23.125924470351098
 42, 53954 ,          422,       77242,        60,                3, 0.2730383357779285 ,              3,           11764,            1,     19.453378037326857
 26, 33417 ,          543,       16655,        12,                2, 0.6041308540234196 ,              3,           28689,            1,     24.421902092756913
 19, 17904 ,          817,       52907,        48,               12, 0.2725774385138592 ,              1,            7268,            1,     20.096141139141068
 32, 43023 ,          320,       14449,        12,                1, 0.2502257342121912 ,              2,            3855,            1,     16.60642522166328
 67, 10836 ,          489,       29630,        48,                1, 0.4829895679613727 ,              3,           25431,            1,     12.47770945861557
 20, 37430 ,          524,       79658,        60,                2, 0.5751981106838439 ,              3,             714,            1,     21.428582881672284
 66, 44147 ,          765,       51371,        60,                9, 0.13713623613817644,              4,            2415,            1,     16.857387147800193
 53, 36201 ,          398,       15991,        60,               13, 0.1420158207872259 ,              1,            4174,            1,     19.789628332300527
 21, 50835 ,          662,       29887,        48,                1, 0.6489194807717529 ,              4,           15237,            1,     23.392526768962508
 31, 45277 ,          382,       18859,        36,                9, 0.7016480756758359 ,              3,           23423,            1,     12.099556996877334
 58, 43446 ,          355,       28640,        12,                1, 0.5231086414393259 ,              3,            6010,            1,     21.874961949743458
 58, 1516  ,          321,       53339,        36,               17, 0.40017960679482023,              0,            3370,            1,     17.658702076472238
 42, 24105 ,          484,       96068,        36,                4, 0.6917215357194302 ,              4,            4357,            1,     13.61278213005336
 67, 62853 ,          821,       58235,        24,                0, 0.6101719229427311 ,              1,           10687,            1,     19.571950608996318
 27, 66085 ,          563,        7512,        12,                0, 0.505715938901888  ,              3,            1719,            1,     18.923994006546145
 38, 13224 ,          524,       85982,        48,                0, 0.32382998536413443,              0,            7928,            1,     22.950004495855595
 53, 33705 ,          337,       26912,        24,                1, 0.23859654315977138,              0,            8878,            1,     18.78031566031236
 29, 71439 ,          422,       40515,        24,                7, 0.393071127490061  ,              2,           12305,            1,     22.755574310884356
 44, 35639 ,          455,       20416,        60,                1, 0.30077580317214814,              1,            9260,            1,     19.07836020096509
 57, 47770 ,          600,       77816,        48,               17, 0.3374810114141227 ,              0,            1019,            1,     17.81029258349814
 19, 78836 ,          366,       81510,        36,                5, 0.4609417387184228 ,              1,           11673,            1,     16.82539070860179
 30, 42768 ,          693,       48746,        36,                5, 0.21836576986612688,              3,             219,            1,     14.258066696665114
 49, 39905 ,          704,       48775,        36,                1, 0.6643236760516779 ,              2,            4948,            1,     19.592401445760693
 48, 46859 ,          748,       17227,        60,               11, 0.20187062320033722,              1,            5396,            1,     19.0752537116854
 33, 87068 ,          430,       18031,        36,                5, 0.4366955475946668 ,              2,            1240,            1,     24.684615470774865
 49, 58924 ,          368,       38000,        12,                9, 0.6221799366563057 ,              1,              99,            1,     17.361314409901006
 49, 50381 ,          644,       56253,        36,               15, 0.4395144953827175 ,              1,             738,            1,     17.47980242023145
 51, 39512 ,          619,       72564,        36,                0, 0.35271544451204717,              4,            5911,            1,     14.130328004601019
 28, 60776 ,          476,       23313,        12,                0, 0.43242391407592573,              2,            2749,            1,     19.76843020982806
 27, 63193 ,          828,       80186,        60,                8, 0.6940694892118984 ,              1,             714,            1,     23.022079497482643
 32, 28536 ,          459,       96760,        24,               10, 0.7933021887987703 ,              4,            2962,            1,     15.223001139601191
 34, 63732 ,          832,       62751,        48,                4, 0.5418003025026049 ,              4,            7525,            1,     12.118012708387935
 57, 46976 ,          434,       57492,        60,                2, 0.6554108298540905 ,              2,           13553,            1,     20.9891571034961
 35, 50495 ,          410,       35364,        36,                5, 0.11014208031150208,              3,            5310,            1,     12.407859291473313
 26, 32314 ,          582,       23361,        24,                1, 0.7162550866672008 ,              2,            9497,            1,     17.32059189116021
 42, 42000 ,          819,       72949,        48,                1, 0.7678348319495427 ,              1,            9082,            1,     19.965234390425437
 57, 29397 ,          493,       36070,        48,                3, 0.5026185392302994 ,              3,           22663,            1,     17.018152322881086
 31, 28435 ,          346,       27409,        48,                1, 0.6276634034421539 ,              2,            1977,            1,     15.38751681038475
 42, 57541 ,          641,       34854,        12,                3, 0.45892132007205244,              2,            6470,            1,     22.39046460338288
 67, 42897 ,          541,       34655,        12,               15, 0.30034261831891285,              2,            9992,            1,     15.912131575298117
 39, 24007 ,          821,       14952,        24,                9, 0.696573580388109  ,              2,            7333,            1,     14.34060831321926
 69, 93541 ,          669,       41365,        36,               14, 0.5177856983971593 ,              3,            5984,            1,     17.04915716504968
 47, 27506 ,          430,       88298,        24,                8, 0.505568158653985  ,              1,           36290,            1,     13.71164370163748
 37, 71842 ,          569,       71156,        36,                2, 0.5613925426888445 ,              4,           28475,            1,     20.975160713892564
 38, 20470 ,          360,       61724,        60,                8, 0.699202216080194  ,              2,            9453,            1,     21.231045401537315
 61, 59130 ,          463,       20455,        48,               12, 0.612334288039675  ,              4,            5790,            1,     12.192121710657025
 49, 44988 ,          824,       92746,        48,               14, 0.2477869359510217 ,              4,           14080,            1,     21.033264403077762
 68, 37418 ,          571,       52673,        12,                5, 0.42677648108512367,              4,            7193,            1,     15.886835414193323
 63, 53934 ,          432,        5974,        60,                1, 0.7862088323903443 ,              2,           54192,            1,     20.530646720510468
 66, 51245 ,          543,       17679,        60,                0, 0.4881924996339423 ,              2,           11581,            1,     21.184292466821596
 38, 33750 ,          733,       66791,        36,                0, 0.7567717474295591 ,              2,             705,            1,     15.611158549291137
 52, 32845 ,          337,       32429,        60,               16, 0.6693586404191392 ,              2,            5140,            1,     14.41001288592532
 49, 18521 ,          618,       23073,        12,                3, 0.5662164092661313 ,              0,           13103,            1,     22.742665983932618
 47, 56111 ,          809,       75207,        36,                9, 0.3445556418618287 ,              1,           18474,            1,     21.609395631846418
 56, 24923 ,          675,       35365,        24,                3, 0.31302354326780735,              0,           16786,            1,     22.88285041853395
 66, 50079 ,          773,       60928,        36,                5, 0.5503947457083116 ,              3,           37826,            1,     17.664358352101868
 29, 61849 ,          358,       79453,        24,                0, 0.40279286859248764,              0,            6716,            1,     17.932794203449674
 58, 54161 ,          798,       12784,        36,                1, 0.659127535971709  ,              0,            1509,            1,     16.474173187699265
 64, 35537 ,          517,       17291,        48,                2, 0.6323197176781371 ,              0,           10562,            1,     18.487812030127408
 35, 68176 ,          428,       89462,        24,                4, 0.31849134071696006,              1,             733,            1,     20.405410716486596
 38, 41840 ,          682,       31154,        12,                0, 0.5919101481432335 ,              4,           36314,            1,     22.589084147946593
 30, 23316 ,          687,       30650,        24,                7, 0.44618513306802887,              3,           14210,            1,     14.381218261300424
 38, 44325 ,          384,       73741,        24,                2, 0.32630447056979794,              3,           40256,            1,     17.270429196386832
 25, 61735 ,          809,       41201,        36,                8, 0.38907661493524803,              1,            4736,            1,     17.995621272873436
 63, 36511 ,          736,       44479,        48,                0, 0.7267463070485833 ,              0,             159,            1,     18.343929151585186
 57, 67563 ,          592,       77920,        36,                5, 0.35166238448577836,              4,            7366,            1,     19.045647823720948
 63, 34593 ,          348,       87797,        36,                1, 0.30117949132362065,              2,            1291,            1,     22.422714306117317
 24, 37315 ,          366,       55243,        48,                7, 0.3462650544970965 ,              1,           11382,            1,     23.521257523495667
 40, 29078 ,          428,       73595,        36,                2, 0.2502329053460842 ,              4,            6882,            1,     14.06904970277955
 61, 63674 ,          328,       36734,        48,                5, 0.48124449117743007,              1,           14001,            1,     21.26486394004221
 49, 48935 ,          642,       93927,        12,               13, 0.2032055054257726 ,              1,            3439,            1,     18.2284071967242
 28, 30404 ,          844,       86451,        48,                0, 0.6722106505058415 ,              2,           17670,            1,     17.43031726568899
 39, 42075 ,          418,       47568,        60,                0, 0.2579061730719383 ,              4,           10521,            1,     13.473461068519141
 39, -11423,          432,       30793,        48,                7, 0.5186385192777521 ,              0,           43989,            0,      9.191673932624827
 60, 65559 ,          626,       57204,        48,                5, 0.1875178492439255 ,              4,            1966,            1,     24.71154270499238
 42, 46585 ,          484,       51746,        60,                1, 0.7849172037500284 ,              4,             525,            1,     20.350790794094813
 39, 1875  ,          805,       36989,        48,                3, 0.4182028212255531 ,              0,           19041,            1,     17.88153647761234
 45, 20866 ,          833,       54465,        24,                0, 0.6755199385311702 ,              2,            4131,            1,     21.902925568914398
 46, 41568 ,          540,       95841,        36,                1, 0.6380534849549886 ,              4,            5643,            1,     13.184725522776855
 30, 23716 ,          815,       66383,        36,                2, 0.5995851330019752 ,              0,           25992,            1,     19.89680309512466
 35, 65866 ,          464,       21767,        12,                8, 0.6791554098432269 ,              1,            5810,            1,     20.587950679960283
 19, 58371 ,          517,       43652,        12,                3, 0.1703245260617941 ,              1,            3538,            1,     17.876713750713513
 46, 57190 ,          304,       88732,        60,                4, 0.5749480382303735 ,              0,             613,            1,     15.283782038677913
 38, -2086 ,          380,       89244,        24,               10, 0.28607906469164684,              1,            5850,            0,     10.075411118916907
 32, 39490 ,          546,       18383,        12,                1, 0.6501101648466129 ,              4,           10640,            1,     15.91475370022104
 69, 36047 ,          792,       75784,        36,                6, 0.7698081318935222 ,              0,            3135,            1,     13.62236012072017
 44, 30918 ,          685,       65089,        12,                9, 0.7310426708898871 ,              4,           12650,            1,     20.196156509340316
 67, 41696 ,          606,       31440,        12,                1, 0.18046655573156628,              3,            6505,            1,     19.46619863633504
 48, 27475 ,          842,       57443,        48,                2, 0.3586866944709748 ,              2,           19526,            1,     21.812042997988485
 32, 54304 ,          306,       61325,        12,               19, 0.35502593003831984,              2,            1764,            1,     21.799180719822523
 68, 65331 ,          814,       91766,        60,               20, 0.18560738645167146,              2,           14150,            1,     20.06306725743311
 40, 63607 ,          372,       60919,        36,                1, 0.1686882373427792 ,              0,           26964,            1,     14.697958833081326
 41, 47241 ,          309,       21611,        60,                0, 0.36942309447842725,              3,           13524,            1,     23.532892048564072
 61, 89984 ,          421,       68483,        60,                1, 0.7944500853475579 ,              2,            5207,            1,     15.227679065561954
 30, 72799 ,          812,       27457,        24,                2, 0.49825985574639264,              4,            2619,            1,     13.221795749767983
 39, 47968 ,          740,       15256,        48,                2, 0.5352471400229795 ,              2,            1035,            1,     15.91948861193368
 60, 40354 ,          337,       59856,        60,                4, 0.42971323701307773,              3,           10282,            1,     18.282018588962593
 54, 76760 ,          644,       45533,        24,               11, 0.563631386612816  ,              4,            1541,            1,     14.6933744133987
 50, 70151 ,          637,       33281,        36,                2, 0.7696634565213387 ,              4,           18220,            1,     16.337731692488006
 20, 21791 ,          483,       72275,        36,                9, 0.5120885675300744 ,              0,           32374,            1,     18.678011497725603
 36, 71716 ,          366,        6525,        24,                0, 0.14552692180483529,              0,            1459,            1,     16.19821257114703
 40, 46912 ,          316,       21453,        60,                0, 0.4450233984177391 ,              1,            4716,            1,     13.161125569250668
 46, 32781 ,          682,       11251,        60,                3, 0.7949258912763659 ,              3,           27689,            1,     14.563775718907683
 47, 10415 ,          667,       24507,        48,                0, 0.3711819044159843 ,              4,            6362,            1,     22.324689424058008
 56, 44621 ,          615,       84396,        48,                2, 0.5157168660501306 ,              3,            7666,            1,     24.40631104614169
 61, 49755 ,          796,       91644,        36,               11, 0.17464573440017192,              2,           13764,            1,     13.9296795592128
 64, 81746 ,          644,       32906,        48,                1, 0.19882634911559685,              2,            2363,            1,     20.85324768188277
 42, 69144 ,          772,       78185,        24,                6, 0.7122770172077738 ,              1,           38703,            1,     23.772537079633672
 54, 38342 ,          414,       18193,        36,                1, 0.31024123977612805,              4,           15181,            1,     15.888857171116092
 64, 57786 ,          399,       86449,        60,                0, 0.3138158913482151 ,              4,            1759,            1,     22.78300255181354
 25, 66524 ,          737,       69042,        36,                4, 0.3710490972016297 ,              1,            1177,            1,     23.764165027922967
 59, 51719 ,          644,       64516,        12,                9, 0.7765350710331658 ,              2,           27326,            1,     15.893472575295275
 33, 38256 ,          648,       86165,        36,                2, 0.1590733472258135 ,              4,           11552,            1,     12.737630531076267
 25, 39356 ,          438,       35692,        48,                4, 0.6731348717859345 ,              3,             393,            1,     23.91831014994437
 18, 57709 ,          623,       75490,        24,               11, 0.3390905135261906 ,              4,            1531,            1,     16.296274767862496
 61, 58259 ,          601,       38512,        60,                7, 0.6946276181898324 ,              2,             490,            1,     12.1785947407967
 22, 44140 ,          593,       15719,        60,                1, 0.7942289546531798 ,              4,           36528,            1,     18.17395707757851
 20, -2383 ,          828,       60427,        48,                6, 0.3440671871482235 ,              4,            6888,            0,      7.5685159024142035
 18, 24189 ,          591,       32649,        48,                3, 0.19054945634864867,              0,            6201,            1,     23.72212437131015
 21, 62393 ,          373,       17402,        48,                6, 0.2010628485880498 ,              4,           31185,            1,     14.014940569158556
 57, 7383  ,          783,       14216,        12,                3, 0.6311186236644302 ,              1,            7024,            1,     15.957444462953637
 52, 73683 ,          315,       36050,        24,                0, 0.20144508663669558,              1,            7293,            1,     22.27585222172429
 49, 70723 ,          825,       55093,        12,                4, 0.2822950979742457 ,              3,           41412,            1,     22.482510613804745
 59, 50821 ,          635,       10050,        48,                3, 0.24307884056345586,              4,            1181,            1,     23.716639852688523
 51, 61958 ,          815,       51716,        24,                3, 0.3489749948216878 ,              3,           42513,            1,     18.466150040163562
 60, 60575 ,          426,        7438,        48,               10, 0.15205660260478124,              2,            1811,            1,     24.827368177613238
 42, 47662 ,          817,       52431,        24,               11, 0.6997197376850807 ,              2,            6403,            1,     18.71045707524025
 27, 22522 ,          428,       21760,        60,                3, 0.7021024182606955 ,              0,            4119,            1,     22.279201290904325
 38, 69345 ,          810,       82614,        12,                3, 0.38905302893788285,              0,           31104,            1,     16.704731406507715
 63, 78144 ,          722,       21473,        48,                3, 0.5284612983164327 ,              4,            6645,            1,     24.236787111902803
 56, 25828 ,          684,       48815,        48,                3, 0.5493660996330133 ,              4,             232,            1,     20.905210946480377
 44, 21774 ,          531,       67460,        36,               15, 0.6244806807421501 ,              3,            2506,            1,     13.002277271637235
 44, 47264 ,          494,       14257,        60,                5, 0.46448306128083583,              3,            5635,            1,     13.41075777447377
 19, 37475 ,          364,       92986,        48,                1, 0.45723523180918024,              4,           11282,            1,     23.58053716493113
 58, 52898 ,          576,       30634,        12,                3, 0.5419126441297476 ,              4,            8253,            1,     22.524260662174182
 65, 74159 ,          523,       65403,        60,                4, 0.5921338769689143 ,              0,           18965,            1,     16.29122511767032
 30, 5086  ,          577,       51573,        48,                5, 0.34268326392047627,              0,           17627,            1,     18.780747527874652
 26, 81625 ,          665,       33648,        12,                4, 0.3312593312881706 ,              0,            8928,            1,     23.08572969158601
 69, 41866 ,          815,       97712,        36,                0, 0.28880288286713646,              4,            8470,            1,     13.344604353894688
 53, 60235 ,          514,       53980,        36,                0, 0.484192588718924  ,              3,            3259,            1,     13.795812480353623
 39, 62374 ,          738,       15296,        12,                2, 0.3521089826890407 ,              1,           31678,            1,     21.30185020303102
 59, 64706 ,          727,       65197,        60,                2, 0.47821928739534236,              1,             799,            1,     13.068671271752196
 43, 51238 ,          695,       26959,        12,                0, 0.3841893360788451 ,              3,            5058,            1,     16.58336445259949
 29, 55911 ,          508,       19570,        12,                8, 0.6857139277868627 ,              3,           10812,            1,     15.273508187982326
 34, 55780 ,          800,       40423,        36,                2, 0.15119116782182251,              3,           29125,            1,     21.883716629836467
 31, 37394 ,          762,       85263,        36,               12, 0.5005474155232723 ,              0,            6962,            1,     12.031822356752208
 31, 14838 ,          526,       22899,        36,                0, 0.5029366254110385 ,              2,           22625,            1,     13.500001320504621
 51, 25616 ,          674,       40785,        48,                0, 0.3686021173770899 ,              4,            1107,            1,     13.287098033010208
 37, 47915 ,          799,       67806,        48,                3, 0.3947146261942003 ,              0,            7583,            1,     16.135001674716463
 28, 34263 ,          392,       61963,        24,                1, 0.66009195261805   ,              1,            3798,            1,     15.02223348685311
 33, 34310 ,          759,       82875,        48,               13, 0.29647159718223437,              4,           15881,            1,     14.967676206724933
 68, 85985 ,          620,       39341,        60,                0, 0.7099826539983141 ,              3,            5887,            1,     16.81511239713406
 48, 67177 ,          309,       10597,        60,                2, 0.7274403128942853 ,              1,            6448,            1,     14.782636707326725
 23, 44958 ,          602,       97648,        36,               13, 0.5554335130815372 ,              3,             669,            1,     13.380784452925065
 36, 63440 ,          621,       15244,        12,                2, 0.6410003995956689 ,              3,            5762,            1,     19.582266436374706
 54, 41594 ,          755,        8796,        36,                0, 0.5290632698481419 ,              3,             842,            1,     24.37259006126151
 21, 52214 ,          577,       80589,        12,                1, 0.46768137962261414,              4,            3560,            1,     19.893144051496463
 64, 58832 ,          837,       33528,        36,                3, 0.7766744279751607 ,              1,            1356,            1,     21.841268718187994
 21, 41647 ,          692,       23648,        36,                1, 0.2978584749592249 ,              1,            4071,            1,     24.638298909497344
 37, 36294 ,          394,       88967,        60,                3, 0.2079056626501785 ,              3,            2579,            1,     13.991114387061463
 27, 74478 ,          406,        5535,        12,                9, 0.3012397541997607 ,              0,            3357,            1,     17.977529637155342
 41, 62282 ,          689,       53469,        24,               10, 0.5302379258656117 ,              2,            1606,            1,     19.564015647945062
 52, 4907  ,          825,       69912,        24,                0, 0.2296284066708006 ,              0,            5791,            1,     16.187466746132856
 43, 36637 ,          370,       49493,        36,                0, 0.7361698302584199 ,              4,            6883,            1,     19.970683220976625
 54, 34374 ,          675,       77417,        36,                1, 0.3877170804657749 ,              2,           18118,            1,     20.109666372092736
 55, 37577 ,          667,       50785,        60,                4, 0.6949740148042906 ,              0,            7739,            1,     22.94898007147031
 38, 67248 ,          350,       90017,        12,                2, 0.2744655811701717 ,              1,            2597,            1,     22.822699974575293
 57, 50384 ,          442,       71561,        36,                9, 0.31921784855792334,              0,           13314,            1,     13.85278520504896
 56, 22207 ,          718,       35869,        24,                6, 0.14145637802074762,              3,            3527,            1,     14.195594572867886
 38, 42335 ,          847,       70094,        12,                0, 0.28043738452990175,              4,           14122,            1,     14.890835841302763
 27, 60834 ,          799,       35192,        36,                4, 0.443219673274311  ,              0,            4896,            1,     15.395993003372586
 55, 45607 ,          466,       74157,        12,                0, 0.7622958424062696 ,              0,            7208,            1,     19.33841429416839
 63, 37106 ,          559,       91483,        60,                1, 0.37223208172404876,              2,            7006,            1,     16.25737443113101
 21, 56624 ,          491,       84941,        24,                0, 0.5478207156383421 ,              3,           31153,            1,     24.388514926443527
 62, 82363 ,          501,       62544,        12,                0, 0.3993970822281516 ,              2,            1668,            1,     13.537918476330772
 37, 59228 ,          484,        9403,        24,                4, 0.13275429553755888,              4,           27896,            1,     15.204304694529899
 34, 76018 ,          457,       41091,        36,                4, 0.4524728381276919 ,              4,            8255,            1,     23.28812804754527
 24, 38447 ,          398,       57510,        48,                0, 0.14613955269274462,              3,           50653,            1,     19.596304755760542
 21, 49832 ,          540,       93061,        12,               23, 0.7185899472182752 ,              2,            8512,            1,     19.116569801320257
 46, 49428 ,          790,       10017,        24,                2, 0.6271258733656399 ,              3,           10682,            1,     19.726488272539193
 31, 52373 ,          501,       44203,        12,                0, 0.3650560298766564 ,              2,           13845,            1,     15.279439274235834
 20, 58810 ,          808,       61473,        36,                0, 0.5481530663339029 ,              1,           17247,            1,     21.898813901108717
 41, 31620 ,          395,       57123,        36,                4, 0.1784197087193325 ,              3,            6492,            1,     18.454917477431174
 54, 62946 ,          789,       53260,        24,               19, 0.5917884908738557 ,              4,           11350,            1,     12.553747236330537
 33, 17442 ,          517,       50938,        60,                4, 0.6759126862940287 ,              2,            9542,            1,     14.303057409753812
 69, 23284 ,          826,       62929,        12,               14, 0.6752219539767642 ,              1,            5227,            1,     22.616114019960072
 21, 92712 ,          572,       90265,        12,                2, 0.2989942833834591 ,              4,           17192,            1,     16.48558195330047
 41, 39797 ,          518,       98966,        36,                2, 0.2846223366937787 ,              2,            2137,            1,     22.054773651212905
 51, 64590 ,          631,       42372,        12,                3, 0.464978381531875  ,              1,            1828,            1,     20.623897560023828
 47, 83965 ,          752,       58252,        24,                5, 0.7774405133508939 ,              4,           13334,            1,     15.918977149443627
 35, 3710  ,          451,       19628,        48,                2, 0.7443660843242598 ,              4,           10146,            1,     13.651462072007446
 36, 72524 ,          646,       17501,        36,                9, 0.35174693722918726,              1,            3822,            1,     22.490288725270684
 48, 62978 ,          713,       35131,        48,                0, 0.6458806543281309 ,              4,           10082,            1,     20.360135690785757
 36, 82807 ,          826,       94102,        12,                2, 0.7449224348640202 ,              2,           14724,            1,     15.910367611183457
 66, 26369 ,          730,       94360,        60,                3, 0.28264852600232354,              2,            2445,            1,     18.80257458691496
 63, 79025 ,          678,       73348,        24,                4, 0.6812069547220578 ,              4,            8708,            1,     19.954739929734263
 36, 35211 ,          727,       97862,        12,                1, 0.2875269388364236 ,              0,           17410,            1,     12.027540781831702
 39, 71095 ,          383,       14402,        24,                2, 0.34029748812104743,              1,            5297,            1,     20.716672572191193
 41, 49279 ,          491,       96861,        12,                3, 0.23917448359552793,              0,            8480,            1,     20.529014872069645
 62, 65415 ,          340,       60956,        12,                5, 0.45495585935089944,              2,             817,            1,     13.073519480848692
 29, 50977 ,          608,       56920,        12,                7, 0.6903176259828688 ,              4,           17747,            1,     22.240793338325044
 47, 13211 ,          677,       31000,        36,                6, 0.4696364962048586 ,              3,           15902,            1,     22.72615504991706
 55, -12410,          435,       94795,        48,                2, 0.18640800678516828,              3,            6092,            0,      5.3332859170108
 48, 54198 ,          405,       72462,        60,               37, 0.276243152559019  ,              0,            1269,            1,     14.108764543084195
 53, 44725 ,          818,       71392,        48,                9, 0.4940033070969373 ,              0,           10799,            1,     20.92425948812142
 36, 57964 ,          841,       10988,        48,                1, 0.5082312188993922 ,              0,            8509,            1,     13.603552059843807
 65, 44956 ,          425,       79279,        24,                1, 0.503834132481409  ,              2,           25192,            1,     23.15455142046087
 62, 90361 ,          656,       61999,        36,                1, 0.1539024447543512 ,              2,            3282,            1,     18.24168330557817
 53, 54610 ,          699,       74674,        36,                3, 0.627587124844328  ,              4,             328,            1,     23.82751676583055
 47, 41061 ,          378,       86618,        12,                9, 0.7365997392923047 ,              2,            2940,            1,     20.34820183609383
 66, 56747 ,          688,       58426,        48,                7, 0.45736326341093003,              4,            5584,            1,     15.706199457431786
